Timestamp,Frame Time (s),FPS,Latency (s),CPU Utilization (%),GPU Utilization (%)
1700865848.796818,0.0,5.879358449865918e-10,0.020668983459472656,37.5,0
1700865848.920419,0.0,7.3991885121546765,0.011552095413208008,65.4,0
1700865848.9879029,0.0,14.426900745714207,0.009666204452514648,51.5,0
1700865849.052743,0.0,16.010749404507422,0.012264251708984375,0.0,0
1700865849.1141179,0.0,15.906856442871826,0.010402917861938477,0.0,0
1700865849.181192,0.0,14.970941915956068,0.011032819747924805,0.0,0
1700865849.289898,0.0,9.81096203147514,0.011333227157592773,0.0,0
1700865849.349689,0.0,15.163898509750613,0.011065006256103516,0.0,0
1700865849.411823,0.0,16.293241552912292,0.011548757553100586,0.0,0
1700865849.4760902,0.0,15.531583040177745,0.011642932891845703,0.0,0
1700865849.5479171,0.0,15.14878247867261,0.01278996467590332,0.0,0
1700865849.610029,0.0,14.979068679444737,0.01167607307434082,0.0,0
1700865849.675912,0.0,14.970674738014335,0.011270999908447266,0.0,0
1700865849.744289,0.0,14.525627528121017,0.011905193328857422,0.0,0
1700865850.1583412,0.0,16.167818582006994,0.012484073638916016,47.7,0
1700865850.2052639,0.0,2.517358249812592,0.011030912399291992,33.3,0
1700865850.2686,0.0,15.591628563993904,0.011812925338745117,29.4,0
1700865850.334378,0.0,15.152668143047583,0.011490106582641602,26.6,0
1700865850.400255,0.0,15.466920373627751,0.011909008026123047,0.0,0
1700865850.503137,0.0,15.61478867209459,0.012142181396484375,0.0,0
1700865850.603626,0.0,9.876154371423862,0.011305093765258789,0.0,0
1700865850.703529,0.0,10.060768007445484,0.011783838272094727,0.0,0
1700865850.803502,0.0,10.046092750762863,0.01143503189086914,0.0,0
1700865850.896798,0.0,10.425682007432172,0.011333227157592773,0.0,0
1700865851.002391,0.0,9.836732396480235,0.011002063751220703,0.0,0
1700865851.096124,0.0,10.24167527403164,0.011999845504760742,0.0,0
1700865851.1995142,0.0,9.689366725420847,0.011280059814453125,29.2,0
1700865851.2952619,0.0,10.41286991062562,0.011569976806640625,28.6,0
1700865851.394445,0.0,9.987627098464102,0.010985851287841797,27.6,0
1700865851.491372,0.0,10.29037156981808,0.011622190475463867,0.0,0
1700865851.595187,0.0,10.079142205571722,0.011050939559936523,0.0,0
1700865851.685536,0.0,10.55263733913678,0.011694192886352539,0.0,0
